16.05,-48,-482,-241
16.158,-39,-477,-231
16.174,-40,-475,-234
16.188,-38,-474,-237
16.206,-34,-471,-232
16.223,-35,-474,-228
16.24,-38,-476,-230
16.255,-37,-472,-233
16.356,-36,-467,-234
16.371,-36,-462,-235
16.386,-40,-464,-229
16.4,-44,-471,-226
16.415,-44,-485,-226
16.546,-42,-481,-214
16.565,-39,-481,-219
16.584,-47,-476,-226
16.757,-45,-472,-229
16.77,-49,-475,-226
16.782,-48,-478,-225
16.794,-42,-480,-227
16.805,-41,-478,-225
16.818,-37,-474,-230
16.958,-38,-473,-225
16.973,-39,-469,-231
16.988,-37,-469,-236
17.002,-36,-467,-236
17.017,-36,-466,-232
17.031,-36,-466,-232
17.045,-32,-476,-232
17.158,-36,-477,-234
17.174,-42,-473,-235
17.189,-41,-466,-238
17.205,-41,-466,-238
17.221,-38,-461,-241
17.237,-44,-470,-243
17.347,-42,-469,-246
17.364,-42,-469,-246
17.38,-41,-467,-247
17.395,-39,-466,-240
17.542,-39,-468,-242
17.556,-37,-473,-245
17.568,-34,-475,-242
17.579,-38,-466,-239
17.741,-39,-465,-240
17.753,-39,-469,-236
17.766,-37,-471,-227
17.777,-39,-470,-228
17.789,-39,-467,-241
17.801,-43,-461,-245
17.933,-41,-461,-242
17.948,-38,-465,-243
17.962,-37,-467,-246
17.987,-36,-466,-247
18.001,-42,-468,-243
18.018,-47,-473,-239
18.035,-40,-455,-244
18.144,-38,-462,-244
18.164,-39,-468,-242
18.18,-41,-471,-241
18.195,-41,-476,-238
18.212,-38,-472,-237
18.229,-37,-468,-239
18.245,-34,-468,-236
18.332,-30,-466,-238
18.346,-31,-466,-237
18.365,-31,-465,-239
18.379,-36,-469,-239
18.393,-41,-479,-231
18.528,-40,-478,-225
18.542,-40,-482,-222
18.555,-49,-476,-229
18.741,-51,-479,-231
18.758,-47,-480,-234
18.776,-43,-483,-233
18.794,-37,-484,-230
18.813,-34,-480,-227
18.831,-35,-474,-225
18.853,-38,-474,-225
18.944,-38,-485,-233
18.963,-37,-483,-234
18.981,-36,-480,-233
18.999,-36,-478,-233
19.022,-36,-478,-228
19.042,-36,-477,-226
19.062,-38,-479,-229
19.081,-37,-468,-235
19.137,-38,-464,-238
19.157,-41,-465,-232
19.341,-37,-480,-224
19.36,-37,-467,-238
19.531,-41,-470,-237
19.548,-38,-469,-239
19.563,-35,-473,-239
19.578,-37,-475,-235
19.593,-39,-472,-240
19.608,-37,-468,-242
19.627,-36,-459,-243
19.731,-42,-460,-248
19.747,-43,-461,-248
19.761,-33,-463,-242
19.775,-30,-470,-239
19.79,-35,-472,-241
19.804,-40,-470,-243
19.819,-37,-470,-228
19.928,-36,-471,-234
19.947,-40,-474,-244
19.963,-40,-474,-246
19.975,-37,-472,-250
20.131,-34,-477,-245
20.148,-39,-471,-240
20.162,-40,-470,-238
20.178,-45,-460,-242
20.327,-40,-463,-243
20.342,-40,-473,-248
20.357,-42,-479,-250
20.371,-41,-474,-243
20.387,-36,-469,-237
20.401,-36,-469,-237
20.418,-43,-473,-236
20.527,-41,-475,-234
20.542,-38,-474,-235
20.556,-37,-471,-240
20.571,-41,-472,-242
20.586,-41,-472,-242
20.602,-38,-481,-241
20.728,-35,-477,-241
20.744,-35,-471,-240
20.758,-35,-471,-240
20.773,-45,-466,-240
20.924,-42,-468,-234
20.941,-42,-468,-234
20.956,-39,-475,-231
20.97,-37,-480,-233
20.984,-43,-472,-226
21.122,-39,-474,-227
21.137,-37,-474,-227
21.16,-39,-469,-235
21.178,-39,-471,-236
21.193,-40,-474,-234
21.207,-45,-471,-225
21.312,-44,-472,-227
21.337,-44,-473,-227
21.515,-42,-471,-228
21.531,-39,-472,-230
21.546,-39,-477,-227
21.56,-38,-468,-230
21.575,-37,-473,-227
21.591,-39,-473,-228
21.715,-37,-475,-230
21.731,-32,-476,-233
21.745,-32,-479,-235
21.761,-34,-480,-238
21.777,-37,-481,-237
21.791,-41,-483,-236
21.808,-39,-473,-231
21.913,-37,-466,-232
21.929,-39,-470,-232
21.941,-39,-474,-230
21.953,-35,-475,-229
21.964,-31,-476,-233
21.976,-34,-481,-237
21.988,-37,-473,-239
22.111,-43,-469,-235
22.124,-43,-475,-238
22.136,-41,-476,-241
22.148,-38,-470,-240
22.159,-35,-463,-244
22.321,-38,-468,-242
22.339,-39,-469,-243
22.355,-37,-469,-244
22.372,-41,-469,-244
22.386,-42,-465,-244
22.4,-32,-464,-238
22.513,-32,-475,-237
22.529,-36,-472,-241
22.544,-38,-464,-245
22.558,-39,-469,-246
22.574,-39,-477,-243
22.59,-37,-477,-244
22.608,-40,-465,-240
22.71,-40,-467,-240
22.726,-36,-462,-240
22.741,-34,-461,-240
22.758,-39,-465,-240
22.772,-42,-470,-233
22.913,-41,-470,-228
22.929,-38,-467,-234
22.943,-37,-468,-244
22.958,-46,-472,-237
23.109,-43,-471,-239
23.125,-30,-474,-239
23.139,-29,-469,-240
23.154,-35,-463,-240
23.169,-40,-468,-242
23.184,-36,-474,-242
23.308,-34,-471,-241
23.32,-33,-466,-245
23.334,-39,-463,-244
23.348,-41,-458,-240
23.36,-38,-464,-238
23.373,-39,-466,-240
23.509,-39,-465,-236
23.528,-37,-469,-238
23.544,-43,-469,-243
23.558,-52,-469,-237
23.573,-54,-469,-234
23.588,-44,-473,-238
23.697,-40,-469,-239
23.712,-38,-469,-239
23.736,-37,-475,-240
23.751,-43,-476,-233
23.765,-38,-473,-228
23.901,-39,-477,-232
23.916,-39,-473,-234
23.931,-42,-467,-237
23.946,-44,-480,-236
24.108,-42,-485,-236
24.122,-41,-481,-232
24.137,-42,-474,-230
24.151,-41,-478,-233
24.167,-40,-477,-237
24.186,-43,-483,-235
24.298,-43,-484,-231
24.314,-46,-480,-227
24.329,-45,-472,-221
24.345,-40,-468,-225
24.359,-38,-473,-229
24.376,-41,-478,-225
24.508,-40,-475,-225
24.524,-38,-470,-226
24.539,-37,-471,-225
24.554,-36,-472,-222
24.568,-40,-477,-217
24.696,-46,-477,-227
24.711,-51,-475,-236
24.728,-52,-467,-238
24.743,-52,-466,-231
24.759,-36,-474,-236
24.895,-40,-474,-238
24.91,-42,-475,-239
24.927,-41,-472,-242
24.941,-40,-468,-243
24.956,-36,-465,-232
25.099,-34,-469,-232
25.114,-35,-471,-223
25.128,-42,-466,-219
25.143,-45,-470,-224
25.157,-40,-474,-233
25.182,-36,-472,-245
25.296,-42,-473,-245
25.321,-52,-471,-242
25.338,-47,-470,-241
25.354,-39,-471,-234
25.369,-35,-468,-231
25.385,-32,-462,-237
25.493,-36,-472,-241
25.509,-38,-477,-240
25.523,-41,-477,-242
25.538,-43,-475,-241
25.553,-39,-469,-242
25.694,-40,-463,-239
25.709,-40,-462,-237
25.733,-38,-470,-239
25.751,-32,-477,-237
25.894,-34,-479,-236
25.909,-37,-476,-236
25.923,-39,-474,-238
25.945,-39,-474,-238
25.961,-39,-469,-237
25.976,-39,-467,-242
26.092,-39,-466,-241
26.111,-37,-472,-243
26.129,-37,-472,-243
26.147,-34,-475,-243
26.167,-35,-472,-233
26.188,-43,-471,-238
26.295,-43,-477,-235
26.312,-43,-477,-235
26.326,-43,-475,-238
26.341,-37,-472,-241
26.356,-39,-470,-236
26.489,-42,-472,-245
26.504,-43,-468,-246
26.519,-41,-466,-241
26.534,-34,-469,-239
26.689,-35,-469,-239
26.704,-37,-471,-235
26.719,-37,-464,-236
26.735,-30,-464,-240
26.749,-27,-469,-238
26.777,-43,-467,-232
26.883,-43,-468,-234
27.085,-39,-471,-235
27.097,-37,-474,-233
27.108,-41,-474,-231
27.119,-47,-467,-231
27.139,-31,-479,-235
27.154,-47,-482,-226
27.291,-39,-481,-218
27.31,-33,-479,-217
27.329,-34,-476,-223
27.347,-35,-472,-226
27.366,-33,-475,-229
27.385,-37,-478,-233
27.681,-38,-475,-231
27.697,-39,-474,-230
27.711,-39,-478,-227
27.726,-40,-473,-232
27.739,-40,-469,-236
27.756,-38,-475,-238
27.773,-38,-483,-235
28.077,-39,-482,-236
28.27,-41,-481,-238
28.302,-38,-475,-237
28.321,-35,-474,-236
28.339,-35,-480,-232
28.361,-38,-485,-228
28.381,-37,-467,-235
28.397,-38,-477,-239
28.475,-39,-475,-237
28.49,-39,-472,-239
28.682,-40,-468,-246
28.698,-38,-462,-249
28.714,-39,-464,-244
28.728,-41,-473,-236
28.742,-42,-475,-237
28.757,-39,-476,-239
28.774,-43,-469,-237
28.881,-39,-471,-239
28.897,-35,-472,-239
28.912,-35,-475,-238
28.926,-38,-472,-237
28.941,-41,-464,-238
28.956,-40,-464,-237
28.972,-44,-473,-246
29.075,-42,-471,-241
29.098,-36,-472,-236
29.114,-34,-475,-234
29.129,-37,-474,-237
29.144,-41,-476,-243
29.16,-40,-470,-246
29.176,-37,-473,-240
29.264,-37,-471,-244
29.28,-36,-468,-251
29.295,-35,-476,-244
29.32,-35,-476,-242
29.335,-33,-466,-241
29.35,-33,-466,-241
29.371,-40,-468,-240
29.464,-38,-471,-240
29.488,-37,-470,-238
29.499,-34,-469,-237
29.511,-35,-473,-239
29.523,-40,-475,-241
29.536,-40,-478,-243
29.547,-41,-468,-236
29.673,-43,-466,-234
29.69,-47,-461,-235
29.706,-43,-465,-236
29.721,-37,-476,-238
29.737,-36,-479,-241
29.752,-40,-471,-234
29.767,-45,-470,-234
29.867,-40,-472,-228
29.888,-38,-474,-235
29.906,-37,-480,-233
29.924,-38,-481,-226
29.943,-39,-477,-225
29.965,-37,-470,-224
29.987,-38,-475,-236
30.075,-39,-474,-230
30.093,-37,-473,-222
30.109,-36,-473,-225
30.267,-36,-469,-233
30.283,-38,-471,-235
30.298,-41,-476,-233
30.313,-36,-483,-217
30.328,-38,-486,-223
30.342,-39,-481,-226
30.357,-41,-474,-216
30.465,-38,-475,-222
30.481,-35,-474,-230
30.495,-37,-478,-229
30.51,-41,-482,-228
30.524,-40,-481,-228
30.539,-42,-479,-228
30.556,-40,-480,-235
30.66,-38,-474,-233
30.676,-43,-471,-235
30.691,-46,-474,-235
30.706,-40,-474,-236
30.72,-40,-475,-236
30.737,-42,-478,-230
30.752,-38,-475,-241
30.86,-37,-472,-240
30.875,-38,-472,-236
30.892,-39,-477,-236
30.907,-39,-481,-238
30.921,-37,-479,-237
30.934,-37,-479,-237
30.953,-40,-487,-237
31.055,-38,-486,-236
31.067,-37,-477,-232
31.079,-41,-466,-234
31.096,-42,-461,-233
31.109,-40,-480,-228
31.26,-38,-474,-232
31.273,-39,-465,-238
31.285,-37,-465,-239
31.296,-37,-465,-239
31.308,-30,-463,-240
31.318,-35,-462,-243
31.448,-35,-468,-239
31.463,-36,-469,-238
31.477,-36,-469,-238
31.492,-29,-469,-239
31.506,-28,-475,-235
31.531,-40,-476,-237
31.649,-40,-477,-238
31.665,-38,-481,-237
31.679,-38,-481,-237
31.693,-37,-477,-234
31.708,-32,-475,-237
31.723,-30,-478,-237
31.74,-41,-471,-248
31.849,-40,-477,-247
32.056,-40,-477,-247
32.069,-40,-475,-245
32.081,-38,-465,-243
32.094,-38,-456,-242
32.113,-36,-464,-251
32.258,-38,-460,-256
32.273,-43,-456,-254
32.288,-43,-459,-249
32.302,-37,-464,-244
32.317,-34,-465,-248
32.332,-35,-469,-252
32.347,-36,-476,-241
32.448,-36,-474,-240
32.464,-34,-474,-236
32.479,-30,-467,-240
32.493,-31,-466,-242
32.509,-34,-474,-235
32.523,-37,-478,-235
32.539,-39,-471,-239
32.644,-41,-470,-239
32.658,-45,-472,-240
32.672,-44,-470,-240
32.685,-42,-472,-234
32.706,-41,-470,-231
32.719,-38,-474,-238
32.849,-40,-471,-240
32.865,-38,-472,-236
32.88,-34,-479,-234
32.895,-33,-478,-239
32.91,-37,-475,-242
32.924,-37,-484,-235
33.047,-36,-487,-233
33.064,-32,-484,-233
33.078,-32,-478,-232
33.092,-36,-471,-226
33.107,-38,-472,-221
33.122,-38,-464,-227
33.255,-41,-473,-228
33.275,-40,-473,-221
33.294,-40,-473,-223
33.313,-42,-479,-228
33.331,-41,-479,-224
33.445,-41,-478,-224
33.466,-44,-477,-226
33.482,-44,-475,-225
33.498,-37,-478,-222
33.514,-43,-474,-232
33.643,-46,-478,-234
33.66,-45,-477,-233
33.674,-42,-471,-235
33.686,-40,-471,-218
33.843,-40,-474,-221
33.858,-38,-476,-229
33.872,-37,-481,-235
33.888,-36,-481,-240
33.91,-40,-475,-230
34.042,-40,-476,-231
34.057,-40,-474,-234
34.07,-38,-478,-237
34.083,-39,-475,-239
34.096,-39,-466,-237
34.109,-40,-467,-232
34.123,-38,-478,-235
34.239,-39,-475,-231
34.261,-39,-472,-232
34.278,-35,-472,-236
34.296,-33,-477,-242
34.315,-35,-469,-238
34.429,-31,-463,-239
34.451,-29,-464,-240
34.464,-35,-465,-240
34.478,-37,-465,-242
34.491,-34,-468,-245
34.641,-37,-466,-245
34.657,-41,-463,-240
34.671,-40,-464,-238
34.841,-30,-464,-238
34.858,-33,-467,-237
34.879,-32,-468,-243
35.039,-35,-467,-237
35.054,-33,-470,-238
35.069,-32,-474,-237
35.084,-37,-472,-241
35.23,-34,-477,-243
35.243,-33,-477,-246
35.254,-32,-473,-238
35.268,-34,-471,-239
35.28,-31,-470,-242
35.293,-25,-474,-239
35.306,-39,-479,-239
35.439,-37,-480,-241
35.454,-34,-472,-243
35.469,-35,-462,-239
35.483,-38,-461,-231
35.499,-39,-465,-229
35.515,-37,-469,-235
35.533,-40,-480,-245
35.626,-40,-476,-244
35.64,-38,-468,-242
35.654,-37,-469,-241
35.667,-36,-475,-240
35.68,-38,-480,-240
35.693,-38,-480,-240
35.706,-42,-470,-237
35.826,-41,-467,-236
35.851,-40,-466,-232
35.867,-42,-470,-230
35.883,-43,-476,-235
35.906,-43,-476,-235
35.927,-46,-474,-233
36.036,-37,-475,-223
36.051,-37,-474,-228
36.066,-34,-465,-230
36.083,-33,-465,-229
36.098,-33,-465,-229
36.116,-34,-474,-222
36.133,-37,-474,-230
36.226,-34,-480,-233
36.242,-31,-480,-237
36.256,-31,-480,-237
36.27,-43,-478,-234
36.417,-39,-477,-239
36.433,-37,-475,-238
36.458,-37,-470,-237
36.472,-39,-480,-233
36.627,-39,-481,-228
36.644,-42,-479,-228
36.659,-41,-471,-226
36.672,-40,-468,-225
36.687,-40,-471,-229
36.701,-36,-469,-240
36.828,-34,-467,-238
36.844,-33,-468,-233
36.859,-32,-469,-234
36.873,-36,-473,-237
36.891,-40,-473,-237
36.906,-44,-471,-238
36.922,-40,-469,-241
37.018,-36,-469,-243
37.032,-36,-471,-241
37.044,-36,-474,-245
37.06,-36,-471,-249
37.073,-32,-471,-237
37.223,-32,-468,-237
37.239,-32,-464,-245
37.254,-34,-462,-247
37.269,-32,-472,-245
37.422,-30,-470,-236
37.437,-35,-474,-232
37.451,-38,-473,-234
37.466,-37,-467,-235
37.48,-36,-464,-236
37.495,-38,-464,-234
37.518,-33,-469,-233
37.624,-30,-473,-230
37.647,-35,-475,-233
37.665,-38,-476,-235
37.68,-37,-477,-240
37.698,-43,-481,-242
37.716,-37,-482,-242
37.824,-38,-486,-243
37.84,-37,-485,-243
37.854,-30,-479,-242
37.869,-31,-471,-231
38.015,-27,-470,-227
38.032,-30,-465,-234
38.047,-33,-467,-239
38.061,-27,-474,-241
38.211,-27,-482,-240
38.227,-25,-486,-240
38.243,-29,-485,-234
38.412,-26,-479,-231
38.428,-23,-476,-236
38.444,-29,-469,-233
38.459,-31,-473,-232
38.473,-31,-477,-232
38.488,-29,-476,-232
38.608,-26,-475,-234
38.624,-25,-476,-235
38.637,-24,-474,-229
38.651,-26,-472,-231
38.664,-31,-477,-238
38.677,-29,-477,-237
38.691,-32,-461,-232
38.81,-32,-468,-234
38.825,-30,-477,-233
38.84,-31,-481,-237
38.854,-31,-481,-241
38.879,-34,-477,-234
38.896,-37,-475,-224
38.913,-34,-466,-225
39.01,-33,-463,-229
39.025,-34,-462,-228
39.044,-35,-464,-226
39.06,-33,-467,-227
39.077,-32,-472,-221
39.1,-20,-484,-235
39.21,-24,-487,-236
39.225,-30,-484,-229
39.239,-29,-480,-229
39.254,-26,-476,-230
39.268,-25,-469,-228
39.407,-27,-473,-224
39.422,-25,-482,-226
39.439,-24,-481,-227
39.454,-34,-470,-226
39.605,-35,-476,-231
39.627,-31,-476,-232
39.644,-31,-476,-232
39.659,-29,-479,-232
39.675,-31,-482,-232
39.689,-37,-472,-233
39.805,-35,-473,-235
39.817,-35,-473,-235
39.829,-33,-471,-229
39.84,-30,-478,-222
39.857,-29,-482,-223
